entidad,relacion,objetos,context_line
Alfredo_Trejos,ciudadania,Costa_Rica,Alfredo_Trejos posee la ciudadanía del país Costa_Rica
Alfredo_Vega,ciudadania,Paraguay,Alfredo_Vega posee la ciudadanía del país Paraguay
Alfredo_Wyld,ciudadania,Guatemala,Alfredo_Wyld posee la ciudadanía del país Guatemala
Alicia_Alonso,ciudadania,Cuba,Alicia_Alonso posee la ciudadanía del país Cuba
Alicia_Delgado,ciudadania,Peru,Alicia_Delgado posee la ciudadanía del país Peru
Alicia_Nororis,ciudadania,Nicaragua,Alicia_Nororis posee la ciudadanía del país Nicaragua
Alicia_Pucheta,ciudadania,Paraguay,Alicia_Pucheta posee la ciudadanía del país Paraguay
Alicio_Solalinde,ciudadania,Paraguay,Alicio_Solalinde posee la ciudadanía del país Paraguay
Alina_Donaire,ciudadania,Honduras,Alina_Donaire posee la ciudadanía del país Honduras
Alison_Torres,ciudadania,Costa_Rica,Alison_Torres posee la ciudadanía del país Costa_Rica
Allan_Alemán,ciudadania,Costa_Rica,Allan_Alemán posee la ciudadanía del país Costa_Rica
Allan_Lalin,ciudadania,Honduras,Allan_Lalin posee la ciudadanía del país Honduras
Allan_Oviedo,ciudadania,Costa_Rica,Allan_Oviedo posee la ciudadanía del país Costa_Rica
Allan_Segura,ciudadania,Costa_Rica,Allan_Segura posee la ciudadanía del país Costa_Rica
Allen_Guevara,ciudadania,Costa_Rica,Allen_Guevara posee la ciudadanía del país Costa_Rica
Alma_Gutiérrez,ciudadania,Nicaragua,Alma_Gutiérrez posee la ciudadanía del país Nicaragua
Alonso_Correque,ciudadania,Costa_Rica,Alonso_Correque posee la ciudadanía del país Costa_Rica
Alonso_Cueto,ciudadania,Peru,Alonso_Cueto posee la ciudadanía del país Peru
Alvin_Mendoza,ciudadania,Mexico,Alvin_Mendoza posee la ciudadanía del país Mexico
Aly_Arriola,ciudadania,Honduras,Aly_Arriola posee la ciudadanía del país Honduras
Amadeo_Ortega,ciudadania,Paraguay,Amadeo_Ortega posee la ciudadanía del país Paraguay
Amadito_Valdés,ciudadania,Cuba,Amadito_Valdés posee la ciudadanía del país Cuba
Amado_Guevara,ciudadania,Honduras,Amado_Guevara posee la ciudadanía del país Honduras
Amado_Pérez,ciudadania,Paraguay,Amado_Pérez posee la ciudadanía del país Paraguay
Amalia_Altamirano,ciudadania,Honduras,Amalia_Altamirano posee la ciudadanía del país Honduras
Amalia_Matamoros,ciudadania,Costa_Rica,Amalia_Matamoros posee la ciudadanía del país Costa_Rica
Amelia_Rueda,ciudadania,Costa_Rica,Amelia_Rueda posee la ciudadanía del país Costa_Rica
Amelián_Zerón,ciudadania,Honduras,Amelián_Zerón posee la ciudadanía del país Honduras
Aminta_Buenaño,ciudadania,Ecuador,Aminta_Buenaño posee la ciudadanía del país Ecuador
Amir_Soto,ciudadania,Panama,Amir_Soto posee la ciudadanía del país Panama
Amir_Valle,ciudadania,Cuba,Amir_Valle posee la ciudadanía del país Cuba
Amparo_Ángel,ciudadania,Colombia,Amparo_Ángel posee la ciudadanía del país Colombia
Américo,ciudadania,Chile,Américo posee la ciudadanía del país Chile
Améth_Ramírez,ciudadania,Panama,Améth_Ramírez posee la ciudadanía del país Panama
Amílcar_Henríquez,ciudadania,Panama,Amílcar_Henríquez posee la ciudadanía del país Panama
Amílcar_Pop,ciudadania,Guatemala,Amílcar_Pop posee la ciudadanía del país Guatemala
Ana_Galarza,ciudadania,Ecuador,Ana_Galarza posee la ciudadanía del país Ecuador
Ana_Galindo,ciudadania,Honduras,Ana_Galindo posee la ciudadanía del país Honduras
Ana_Gasteazoro,ciudadania,El_Salvador,Ana_Gasteazoro posee la ciudadanía del país El_Salvador
Ana_Guardia,ciudadania,Panama,Ana_Guardia posee la ciudadanía del país Panama
Ana_Marcelo,ciudadania,Nicaragua,Ana_Marcelo posee la ciudadanía del país Nicaragua
Ana_Mendieta,ciudadania,Cuba,Ana_Mendieta posee la ciudadanía del país Cuba
Ana_Quintero,ciudadania,Panama,Ana_Quintero posee la ciudadanía del país Panama
Ana_Quiñonez,ciudadania,Ecuador,Ana_Quiñonez posee la ciudadanía del país Ecuador
Ana_Silva,ciudadania,Nicaragua,Ana_Silva posee la ciudadanía del país Nicaragua
Anabel_Torres,ciudadania,Colombia,Anabel_Torres posee la ciudadanía del país Colombia
Anacleto_Angelini,ciudadania,Chile,Anacleto_Angelini posee la ciudadanía del país Chile
Anahí,ciudadania,Mexico,Anahí posee la ciudadanía del país Mexico
Anasha_Campbell,ciudadania,Nicaragua,Anasha_Campbell posee la ciudadanía del país Nicaragua
Anastacio_Vera,ciudadania,Paraguay,Anastacio_Vera posee la ciudadanía del país Paraguay
Anastasia_Acosta,ciudadania,Mexico,Anastasia_Acosta posee la ciudadanía del país Mexico
Anastasio_Aquino,ciudadania,El_Salvador,Anastasio_Aquino posee la ciudadanía del país El_Salvador
Anastasio_Bustamante,ciudadania,Mexico,Anastasio_Bustamante posee la ciudadanía del país Mexico
Anastasio_Ortiz,ciudadania,Nicaragua,Anastasio_Ortiz posee la ciudadanía del país Nicaragua
Anay_Tejeda,ciudadania,Cuba,Anay_Tejeda posee la ciudadanía del país Cuba
Anaysi_Hernández,ciudadania,Cuba,Anaysi_Hernández posee la ciudadanía del país Cuba
Anderson_Cueto,ciudadania,Peru,Anderson_Cueto posee la ciudadanía del país Peru
Anderson_Rojas,ciudadania,Ecuador,Anderson_Rojas posee la ciudadanía del país Ecuador
Andes_Meza,ciudadania,Costa_Rica,Andes_Meza posee la ciudadanía del país Costa_Rica
Andi_Baiz,ciudadania,Colombia,Andi_Baiz posee la ciudadanía del país Colombia
Andrea_Gaona,ciudadania,Paraguay,Andrea_Gaona posee la ciudadanía del país Paraguay
Andrea_Ixchíu,ciudadania,Guatemala,Andrea_Ixchíu posee la ciudadanía del país Guatemala
Andrea_Rojas,ciudadania,Ecuador,Andrea_Rojas posee la ciudadanía del país Ecuador
Andrea_Suárez,ciudadania,Ecuador,Andrea_Suárez posee la ciudadanía del país Ecuador
Andrea_Urroz,ciudadania,Nicaragua,Andrea_Urroz posee la ciudadanía del país Nicaragua
Andrea_Vargas,ciudadania,Costa_Rica,Andrea_Vargas posee la ciudadanía del país Costa_Rica
Andrea_Vera,ciudadania,Ecuador,Andrea_Vera posee la ciudadanía del país Ecuador
Andrea_Villagrán,ciudadania,Guatemala,Andrea_Villagrán posee la ciudadanía del país Guatemala
Andrey_Aguilar,ciudadania,Costa_Rica,Andrey_Aguilar posee la ciudadanía del país Costa_Rica
Andrey_Amador,ciudadania,Costa_Rica,Andrey_Amador posee la ciudadanía del país Costa_Rica
Andrey_Campos,ciudadania,Costa_Rica,Andrey_Campos posee la ciudadanía del país Costa_Rica
Andrey_Fonseca,ciudadania,Costa_Rica,Andrey_Fonseca posee la ciudadanía del país Costa_Rica
André_Ubilla,ciudadania,Chile,André_Ubilla posee la ciudadanía del país Chile
Andrés_Aldama,ciudadania,Cuba,Andrés_Aldama posee la ciudadanía del país Cuba
Andrés_Arteaga,ciudadania,Chile,Andrés_Arteaga posee la ciudadanía del país Chile
Andrés_Barbero,ciudadania,Paraguay,Andrés_Barbero posee la ciudadanía del país Paraguay
Andrés_Bello,ciudadania,Chile,Andrés_Bello posee la ciudadanía del país Chile
Andrés_Cadavid,ciudadania,Colombia,Andrés_Cadavid posee la ciudadanía del país Colombia
Andrés_Carevic,ciudadania,Mexico,Andrés_Carevic posee la ciudadanía del país Mexico
Andrés_Chocho,ciudadania,Ecuador,Andrés_Chocho posee la ciudadanía del país Ecuador
Andrés_Duarte,ciudadania,Paraguay,Andrés_Duarte posee la ciudadanía del país Paraguay
Andrés_Escobar,ciudadania,Colombia,Andrés_Escobar posee la ciudadanía del país Colombia
Andrés_Garzón,ciudadania,Ecuador,Andrés_Garzón posee la ciudadanía del país Ecuador
Andrés_Madariaga,ciudadania,Chile,Andrés_Madariaga posee la ciudadanía del país Chile
Andrés_Maupoint,ciudadania,Chile,Andrés_Maupoint posee la ciudadanía del país Chile
Andrés_Mendoza,ciudadania,Peru,Andrés_Mendoza posee la ciudadanía del país Peru
Andrés_Morales,ciudadania,Chile,Andrés_Morales posee la ciudadanía del país Chile
Andrés_Mosquera,ciudadania,Colombia,Andrés_Mosquera posee la ciudadanía del país Colombia
Andrés_Núñez,ciudadania,Costa_Rica,Andrés_Núñez posee la ciudadanía del país Costa_Rica
Andrés_Orozco,ciudadania,Colombia,Andrés_Orozco posee la ciudadanía del país Colombia
Andrés_Pellacini,ciudadania,Ecuador,Andrés_Pellacini posee la ciudadanía del país Ecuador
Andrés_Rentería,ciudadania,Colombia,Andrés_Rentería posee la ciudadanía del país Colombia
Andrés_Simón,ciudadania,Cuba,Andrés_Simón posee la ciudadanía del país Cuba
Andrés_Trigo,ciudadania,Chile,Andrés_Trigo posee la ciudadanía del país Chile
Andrés_Valverde,ciudadania,Ecuador,Andrés_Valverde posee la ciudadanía del país Ecuador
Andrés_Venegas,ciudadania,Costa_Rica,Andrés_Venegas posee la ciudadanía del país Costa_Rica
Andrés_Waissbluth,ciudadania,Chile,Andrés_Waissbluth posee la ciudadanía del país Chile
Andrés_Wood,ciudadania,Chile,Andrés_Wood posee la ciudadanía del país Chile
Andy_Furtado,ciudadania,Costa_Rica,Andy_Furtado posee la ciudadanía del país Costa_Rica
Andy_González,ciudadania,Cuba,Andy_González posee la ciudadanía del país Cuba
Andy_Herron,ciudadania,Costa_Rica,Andy_Herron posee la ciudadanía del país Costa_Rica
Angel_Bracho,ciudadania,Mexico,Angel_Bracho posee la ciudadanía del país Mexico
Angelina_Acuña,ciudadania,Guatemala,Angelina_Acuña posee la ciudadanía del país Guatemala
Angelina_Aspuac,ciudadania,Guatemala,Angelina_Aspuac posee la ciudadanía del país Guatemala
Angelino_Garzón,ciudadania,Colombia,Angelino_Garzón posee la ciudadanía del país Colombia
Angie,ciudadania,El_Salvador,Angie posee la ciudadanía del país El_Salvador
Angélica_Gorodischer,ciudadania,Argentina,Angélica_Gorodischer posee la ciudadanía del país Argentina
Aniara_Amos,ciudadania,Chile,Aniara_Amos posee la ciudadanía del país Chile
Anibal_Salazar,ciudadania,Panama,Anibal_Salazar posee la ciudadanía del país Panama
Aniceto_Porsisoca,ciudadania,El_Salvador,Aniceto_Porsisoca posee la ciudadanía del país El_Salvador
Anilena_Mejía,ciudadania,Panama,Anilena_Mejía posee la ciudadanía del país Panama
Anita_Lizana,ciudadania,Chile,Anita_Lizana posee la ciudadanía del país Chile
Anita_Velastegui,ciudadania,Ecuador,Anita_Velastegui posee la ciudadanía del país Ecuador
Anne_Guzman,ciudadania,Canada,Anne_Guzman posee la ciudadanía del país Canada
Anselmo_Moreno,ciudadania,Panama,Anselmo_Moreno posee la ciudadanía del país Panama
Anselmo_Paiz,ciudadania,El_Salvador,Anselmo_Paiz posee la ciudadanía del país El_Salvador
Anselmo_Sacasas,ciudadania,Cuba,Anselmo_Sacasas posee la ciudadanía del país Cuba
Anselmo_Sule,ciudadania,Chile,Anselmo_Sule posee la ciudadanía del país Chile
Anthony_Lozano,ciudadania,Honduras,Anthony_Lozano posee la ciudadanía del país Honduras
Anthony_Vargas,ciudadania,Costa_Rica,Anthony_Vargas posee la ciudadanía del país Costa_Rica
Anthony_Velásquez,ciudadania,Costa_Rica,Anthony_Velásquez posee la ciudadanía del país Costa_Rica
Antolín_Alcaraz,ciudadania,Paraguay,Antolín_Alcaraz posee la ciudadanía del país Paraguay
Antonio_Arenas,ciudadania,Peru,Antonio_Arenas posee la ciudadanía del país Peru
Antonio_Bonilla,ciudadania,El_Salvador,Antonio_Bonilla posee la ciudadanía del país El_Salvador
Antonio_Bordon,ciudadania,Paraguay,Antonio_Bordon posee la ciudadanía del país Paraguay
Antonio_Cabrera,ciudadania,Paraguay,Antonio_Cabrera posee la ciudadanía del país Paraguay
Antonio_Carbajal,ciudadania,Mexico,Antonio_Carbajal posee la ciudadanía del país Mexico
Antonio_Cervantes,ciudadania,Colombia,Antonio_Cervantes posee la ciudadanía del país Colombia
Antonio_González,ciudadania,Peru,Antonio_González posee la ciudadanía del país Peru
Antonio_Grimaldi,ciudadania,El_Salvador,Antonio_Grimaldi posee la ciudadanía del país El_Salvador
Antonio_Guasch,ciudadania,Paraguay,Antonio_Guasch posee la ciudadanía del país Paraguay
Antonio_Jasso,ciudadania,Mexico,Antonio_Jasso posee la ciudadanía del país Mexico
Antonio_Montiel,ciudadania,Paraguay,Antonio_Montiel posee la ciudadanía del país Paraguay
Antonio_Máro,ciudadania,Peru,Antonio_Máro posee la ciudadanía del país Peru
Antonio_Noboa,ciudadania,Ecuador,Antonio_Noboa posee la ciudadanía del país Ecuador
Antonio_Pacenza,ciudadania,Argentina,Antonio_Pacenza posee la ciudadanía del país Argentina
Antonio_Pecci,ciudadania,Paraguay,Antonio_Pecci posee la ciudadanía del país Paraguay
Antonio_Pons,ciudadania,Ecuador,Antonio_Pons posee la ciudadanía del país Ecuador
Antonio_Preciado,ciudadania,Ecuador,Antonio_Preciado posee la ciudadanía del país Ecuador
Antonio_Prieto,ciudadania,Chile,Antonio_Prieto posee la ciudadanía del país Chile
Antonio_Rada,ciudadania,Colombia,Antonio_Rada posee la ciudadanía del país Colombia
Antonio_Salazar,ciudadania,Mexico,Antonio_Salazar posee la ciudadanía del país Mexico
Antonio_Sanint,ciudadania,Colombia,Antonio_Sanint posee la ciudadanía del país Colombia
Antonio_Skármeta,ciudadania,Chile,Antonio_Skármeta posee la ciudadanía del país Chile
Antonio_Smith,ciudadania,Chile,Antonio_Smith posee la ciudadanía del país Chile
Antonio_Ungar,ciudadania,Colombia,Antonio_Ungar posee la ciudadanía del país Colombia
Antonio_Varas,ciudadania,Chile,Antonio_Varas posee la ciudadanía del país Chile
Antonio_Villavicencio,ciudadania,Ecuador,Antonio_Villavicencio posee la ciudadanía del país Ecuador
Antonio_Zaracho,ciudadania,Chile,Antonio_Zaracho posee la ciudadanía del país Chile
Antonio_Zuluaga,ciudadania,Colombia,Antonio_Zuluaga posee la ciudadanía del país Colombia
Anuar_Hurtado,ciudadania,Colombia,Anuar_Hurtado posee la ciudadanía del país Colombia
Aníbal_Alzate,ciudadania,Colombia,Aníbal_Alzate posee la ciudadanía del país Colombia
Aníbal_Carrillo,ciudadania,Paraguay,Aníbal_Carrillo posee la ciudadanía del país Paraguay
Aníbal_Mosquera,ciudadania,Colombia,Aníbal_Mosquera posee la ciudadanía del país Colombia
Aníbal_Quijano,ciudadania,Peru,Aníbal_Quijano posee la ciudadanía del país Peru
Aníbal_Varela,ciudadania,Costa_Rica,Aníbal_Varela posee la ciudadanía del país Costa_Rica
Apache_Ness,ciudadania,Panama,Apache_Ness posee la ciudadanía del país Panama
Aquileo_Echeverría,ciudadania,Costa_Rica,Aquileo_Echeverría posee la ciudadanía del país Costa_Rica
Aquilino_Boyd,ciudadania,Panama,Aquilino_Boyd posee la ciudadanía del país Panama
Aquilino_Giménez,ciudadania,Paraguay,Aquilino_Giménez posee la ciudadanía del país Paraguay
Arabella_Castro,ciudadania,Guatemala,Arabella_Castro posee la ciudadanía del país Guatemala
Aramis_Haywood,ciudadania,Panama,Aramis_Haywood posee la ciudadanía del país Panama
Arecio_Colmán,ciudadania,Paraguay,Arecio_Colmán posee la ciudadanía del país Paraguay
Argeliers_León,ciudadania,Cuba,Argeliers_León posee la ciudadanía del país Cuba
Argelio_Sabillón,ciudadania,Honduras,Argelio_Sabillón posee la ciudadanía del país Honduras
Argemiro_Vacca,ciudadania,Colombia,Argemiro_Vacca posee la ciudadanía del país Colombia
Argenis_Fernández,ciudadania,Costa_Rica,Argenis_Fernández posee la ciudadanía del país Costa_Rica
Argenis_Vanegas,ciudadania,Nicaragua,Argenis_Vanegas posee la ciudadanía del país Nicaragua
Ariadna_Meza,ciudadania,Nicaragua,Ariadna_Meza posee la ciudadanía del país Nicaragua
Ariagner_Smith,ciudadania,Nicaragua,Ariagner_Smith posee la ciudadanía del país Nicaragua
Ariana_Mora,ciudadania,Costa_Rica,Ariana_Mora posee la ciudadanía del país Costa_Rica
Arianne_González,ciudadania,Paraguay,Arianne_González posee la ciudadanía del país Paraguay
Ariel_Estigarribia,ciudadania,Paraguay,Ariel_Estigarribia posee la ciudadanía del país Paraguay
Ariel_Fernández,ciudadania,Argentina,Ariel_Fernández posee la ciudadanía del país Argentina
Ariel_Mateluna,ciudadania,Chile,Ariel_Mateluna posee la ciudadanía del país Chile
Ariel_Santana,ciudadania,Costa_Rica,Ariel_Santana posee la ciudadanía del país Costa_Rica
Ariel_Sevillano,ciudadania,Colombia,Ariel_Sevillano posee la ciudadanía del país Colombia
Ariel_Soto,ciudadania,Costa_Rica,Ariel_Soto posee la ciudadanía del país Costa_Rica
Ariruma_Kowii,ciudadania,Ecuador,Ariruma_Kowii posee la ciudadanía del país Ecuador
Arlen_Cerda,ciudadania,Nicaragua,Arlen_Cerda posee la ciudadanía del país Nicaragua
Arlen_Siu,ciudadania,Nicaragua,Arlen_Siu posee la ciudadanía del país Nicaragua
Arleth_Jarquín,ciudadania,Nicaragua,Arleth_Jarquín posee la ciudadanía del país Nicaragua
Arley_Betancourth,ciudadania,Colombia,Arley_Betancourth posee la ciudadanía del país Colombia
Arley_Dinas,ciudadania,Colombia,Arley_Dinas posee la ciudadanía del país Colombia
Arlinton_Murillo,ciudadania,Colombia,Arlinton_Murillo posee la ciudadanía del país Colombia
Armando_Alonso,ciudadania,Costa_Rica,Armando_Alonso posee la ciudadanía del país Costa_Rica
Armando_Arteaga,ciudadania,El_Salvador,Armando_Arteaga posee la ciudadanía del país El_Salvador
Armando_Calidonio,ciudadania,Honduras,Armando_Calidonio posee la ciudadanía del país Honduras
Armando_Carrillo,ciudadania,Colombia,Armando_Carrillo posee la ciudadanía del país Colombia
Armando_Castillo,ciudadania,Guatemala,Armando_Castillo posee la ciudadanía del país Guatemala
Armando_Castro,ciudadania,Honduras,Armando_Castro posee la ciudadanía del país Honduras
Armando_Chacón,ciudadania,El_Salvador,Armando_Chacón posee la ciudadanía del país El_Salvador
Armando_Cooper,ciudadania,Argentina,Armando_Cooper posee la ciudadanía del país Argentina
Armando_Fortune,ciudadania,Panama,Armando_Fortune posee la ciudadanía del país Panama
Armando_González,ciudadania,Paraguay,Armando_González posee la ciudadanía del país Paraguay
Armando_Gun,ciudadania,Panama,Armando_Gun posee la ciudadanía del país Panama
Armando_Maldonado,ciudadania,Colombia,Armando_Maldonado posee la ciudadanía del país Colombia
Armando_Molina,ciudadania,El_Salvador,Armando_Molina posee la ciudadanía del país El_Salvador
Armando_Nieves,ciudadania,Colombia,Armando_Nieves posee la ciudadanía del país Colombia
Armando_Padilla,ciudadania,Nicaragua,Armando_Padilla posee la ciudadanía del país Nicaragua
Armando_Peraza,ciudadania,Cuba,Armando_Peraza posee la ciudadanía del país Cuba
Armando_Polo,ciudadania,Panama,Armando_Polo posee la ciudadanía del país Panama
Armando_Vera,ciudadania,Paraguay,Armando_Vera posee la ciudadanía del país Paraguay
Arnaldo_André,ciudadania,Argentina,Arnaldo_André posee la ciudadanía del país Argentina
Arnaldo_Castillo,ciudadania,Paraguay,Arnaldo_Castillo posee la ciudadanía del país Paraguay
Arnaldo_Mesa,ciudadania,Cuba,Arnaldo_Mesa posee la ciudadanía del país Cuba
Arnaldo_Recalde,ciudadania,Paraguay,Arnaldo_Recalde posee la ciudadanía del país Paraguay
Arnaldo_Rodríguez,ciudadania,Paraguay,Arnaldo_Rodríguez posee la ciudadanía del país Paraguay
Arnaldo_Samaniego,ciudadania,Paraguay,Arnaldo_Samaniego posee la ciudadanía del país Paraguay
Arnold_Alcolea,ciudadania,Cuba,Arnold_Alcolea posee la ciudadanía del país Cuba
Arnold_Solórzano,ciudadania,Honduras,Arnold_Solórzano posee la ciudadanía del país Honduras
